IP Address,Country,ORPort,Bandwidth (MiB/s),Flags,Nickname
45.86.86.150,md,9696,9.74,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",FreedomForEveryone
194.48.248.137,md,9001,8.89,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",guard9385
176.123.8.5,md,9001,9.73,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",kalunk
185.216.68.81,md,9001,8.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ididshitintheconfig
178.17.170.172,md,443,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",chaussette1
93.185.167.247,md,9001,12.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mbserver
146.19.213.120,md,443,5.57,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ThisNodeDontGlow
194.48.248.142,md,9001,8.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Fraternii
178.17.170.39,md,420,12.16,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",Motherkraker
217.156.67.109,md,9001,0.11,"Fast, Running, StaleDesc, V2Dir, Valid",heavan
91.208.184.123,md,443,8.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TorDiversity
176.123.2.25,md,443,4.44,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",iLoveTheInternet
45.86.86.231,md,9001,7.09,"Fast, Guard, Running, Stable, V2Dir, Valid",alexrelayis
5.181.158.232,md,443,19.35,"Fast, Guard, Running, Stable, V2Dir, Valid",wonderzone
176.123.1.171,md,443,8.87,"Fast, Running, V2Dir, Valid",TorAHOS1
176.123.1.67,md,15901,1.05,"Fast, HSDir, Running, Stable, V2Dir, Valid",stvnrdgme
217.156.67.65,md,9001,6.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",werewolf822
193.84.71.12,md,2552,11.91,"Fast, Running, Stable, Valid",i2pdBaby
85.239.34.6,md,9002,9.45,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",thekillingground
91.208.197.187,md,9001,0.31,"Fast, HSDir, Running, Stable, V2Dir, Valid",Unnamed
217.156.67.252,md,9001,7.54,"Fast, Running, Stable, Valid",projectdeepweb
193.84.71.12,md,8771,12.87,"Fast, Running, Stable, Valid",i2pdStonks
46.253.4.39,md,443,4.14,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",letsdoitSE
91.208.206.56,md,443,9.75,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",MetalRelay1
45.155.53.68,md,443,10.77,"Fast, Running, Stable, Valid",strongXMR
193.233.202.131,md,443,9.47,"Fast, Guard, Running, Stable, V2Dir, Valid",TORB
94.103.188.164,md,443,4.78,"Fast, Running, Valid",cassini
185.229.64.252,md,443,8.91,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",zgato
185.163.45.247,md,443,8.14,"Fast, Guard, Running, Stable, V2Dir, Valid",relay
,,,,,
89.185.82.34,mk,22,8.74,"Fast, Running, Stable, Valid",BuyStrongXMR
45.83.141.65,mk,443,9.50,"Fast, Guard, Running, Stable, V2Dir, Valid",JanFugeMK
,,,,,
78.133.66.34,mt,8832,1.01,"Fast, Running, V2Dir, Valid",CCHE
77.71.137.221,mt,9077,1.72,"Fast, Running, V2Dir, Valid",Unnamed
,,,,,
132.248.59.73,mx,9001,6.20,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",LIDSoL
132.248.241.5,mx,9001,2.36,"Fast, HSDir, Running, Stable, V2Dir, Valid",toritounam
216.238.87.134,mx,443,2.55,"Fast, HSDir, Running, Stable, V2Dir, Valid",jesus
216.238.68.141,mx,9001,2.69,"Fast, Running, Stable, Valid",BobDobbs
190.103.179.109,mx,9001,2.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",llorona
132.248.241.5,mx,9101,2.55,"Fast, HSDir, Running, Stable, V2Dir, Valid",toritounam2
187.148.159.156,mx,9010,4.01,"Fast, HSDir, Running, Stable, V2Dir, Valid",LittleGauss
216.238.72.199,mx,443,3.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",r3Relay573
189.146.19.99,mx,9000,1.47,"Fast, HSDir, Running, Stable, V2Dir, Valid",BroMomento
,,,,,
103.175.16.53,my,443,0.08,"Running, Stable, Valid",MoneroItsPrivate
61.4.102.51,my,9001,1.29,"Fast, HSDir, Running, Stable, V2Dir, Valid",uknd
123.253.34.36,my,9001,1.36,"Fast, HSDir, Running, Stable, V2Dir, Valid",ricky2
124.217.247.210,my,9001,1.37,"Fast, Running, Stable, V2Dir, Valid",RoIPMARSorgMY
202.59.9.238,my,9001,2.25,"Fast, HSDir, Running, Stable, V2Dir, Valid",uknc
101.99.93.112,my,9001,11.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
117.53.155.113,my,9001,1.37,"Fast, HSDir, Running, Stable, V2Dir, Valid",transilvanianrealm
155.254.60.103,my,9001,1.44,"Fast, HSDir, Running, Stable, V2Dir, Valid",g0mez42
101.99.91.115,my,443,0.83,"Fast, HSDir, Running, Stable, V2Dir, Valid",UPLUS1F44C
103.144.139.77,my,5353,2.19,"Fast, Running, Stable, Valid",codebergLoveGitFuck
45.89.107.18,my,443,1.45,"Fast, Running, Stable, V2Dir, Valid",JanFugeMY
103.144.139.77,my,110,3.33,"Fast, Running, Stable, Valid",UPmoreTorBridge
123.253.34.26,my,9001,1.24,"Fast, HSDir, Running, Stable, V2Dir, Valid",ukna
111.90.145.140,my,9001,0.54,"Running, Stable, V2Dir, Valid",Unnamed
101.99.94.185,my,443,5.16,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",malcolminthemiddle
103.175.16.53,my,4266,0.08,"Running, Stable, Valid",stationMoneroXMR
103.144.139.77,my,80,1.92,"Fast, Running, Stable, Valid",LoveTorSysDonate
147.158.221.92,my,8443,3.96,"Fast, Running, Stable, V2Dir, Valid",mal809Relay
155.254.60.194,my,9001,1.88,"Fast, HSDir, Running, Stable, V2Dir, Valid",wednesdiaz3
14.192.203.51,my,42445,1.19,"Fast, Running, Stable, Valid",iamateapot
,,,,,
80.85.141.186,nl,9000,45.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relay1
20.224.145.181,nl,443,2.10,"Fast, Running, Stable, Valid",marsmellow
195.133.20.195,nl,443,33.08,"Fast, Guard, Running, Stable, V2Dir, Valid",edamame
149.210.164.228,nl,12707,7.91,"Fast, Running, V2Dir, Valid",Nobby
45.153.34.246,nl,7443,30.12,"Fast, Guard, Running, Stable, V2Dir, Valid",Heaven24elayingOG7
109.236.83.11,nl,46810,0.19,"Running, Stable, V2Dir, Valid",Unnamed
77.166.188.222,nl,447,26.19,"Fast, Running, Stable, Valid",mrjoep
192.42.116.187,nl,9000,40.47,"Fast, Running, Stable, Valid",NTH35R1
95.98.233.95,nl,9001,9.96,"Fast, Guard, Running, Stable, V2Dir, Valid",TheYOSH
78.141.211.44,nl,443,0.40,"Fast, HSDir, Running, Stable, V2Dir, Valid",Middleboi
178.85.130.67,nl,8443,6.80,"Fast, Running, V2Dir, Valid",PrincessShroob
45.153.34.221,nl,9443,36.54,"Fast, Guard, Running, Stable, V2Dir, Valid",Heaven24elayingOG9
192.42.116.189,nl,9002,25.83,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH37R3
45.153.34.246,nl,4443,30.40,"Fast, Running, V2Dir, Valid",Heaven24elayingOG4
193.142.147.204,nl,9000,27.89,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
185.227.70.177,nl,443,22.46,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fluffypancakes003nl
185.161.210.189,nl,20930,3.15,"Fast, Running, Stable, Valid",booterpoo
45.142.145.222,nl,9002,1.57,"Fast, Running, Stable, V2Dir, Valid",arighttosurf
185.221.23.201,nl,443,0.52,"Fast, Running, Stable, Valid",InnocenceTube
193.142.146.239,nl,9001,2.07,"Fast, HSDir, Running, Stable, V2Dir, Valid",bu11seye
206.71.158.27,nl,443,49.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GermanCraft1
45.77.136.58,nl,9001,1.09,"Fast, Running, Stable, Valid",marlonbrando
213.163.70.234,nl,443,23.37,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheLoneGunmen
204.10.18.131,nl,443,1.57,"Fast, Running, Stable, Valid",InnocenceTube
5.255.111.104,nl,9001,15.88,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",litserver
31.59.129.146,nl,9001,7.76,"Fast, Running, Stable, Valid",eclipse32
45.153.34.221,nl,15443,42.34,"Fast, Guard, Running, Stable, V2Dir, Valid",Heaven24elayingOG15
192.42.116.187,nl,9005,39.04,"Fast, Running, Stable, Valid",NTH35R6
77.248.16.45,nl,9001,11.42,"Fast, HSDir, Running, Stable, V2Dir, Valid",DuckDuckDev
191.96.11.38,nl,443,23.85,"Fast, Guard, Running, Stable, V2Dir, Valid",zgato
80.82.76.55,nl,443,41.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",vermiculitus
103.147.153.181,nl,9001,16.52,"Fast, Guard, Running, Stable, V2Dir, Valid",as215296torrelay03
185.246.189.251,nl,777,37.93,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",securityenjoyer
103.214.6.110,nl,9001,5.24,"Fast, Running, V2Dir, Valid",zgato
185.227.70.147,nl,443,24.56,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fluffypancakes009nl
81.171.6.89,nl,4443,33.46,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NineEyes
83.96.252.102,nl,8443,1.02,"Fast, HSDir, Running, Stable, V2Dir, Valid",batsoupxyz
2.58.56.92,nl,9200,24.18,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
77.169.65.156,nl,8443,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",4ebrv4v
95.211.205.138,nl,443,8.94,"Fast, HSDir, Running, Stable, V2Dir, Valid",laurita
89.248.165.40,nl,9001,37.41,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",sharkwatch
45.137.100.160,nl,4001,0.31,"Running, Stable, V2Dir, Valid",tawny
69.12.83.85,nl,443,10.82,"Fast, Guard, Running, Stable, V2Dir, Valid",iLoveGoreshit
5.255.112.208,nl,53927,5.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unicorns4Anonymity
194.26.192.186,nl,9200,25.80,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
46.23.108.248,nl,9001,1.47,"Fast, Running, Stable, V2Dir, Valid",animal34
62.238.237.242,nl,65533,8.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ididnteditheconfig
176.117.59.117,nl,9001,11.78,"Fast, Running, Stable, Valid",IAMWATCHINGYOUAMS
94.142.241.41,nl,143,16.81,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH100R3
185.107.83.1,nl,443,57.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Goliath
2.59.254.198,nl,143,32.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",titanium
51.158.154.112,nl,443,9.31,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",kenobi
164.215.103.126,nl,9001,22.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",caseyjones
45.92.1.136,nl,9200,22.47,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
94.142.241.41,nl,8443,12.31,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH100R8
46.166.187.77,nl,9001,54.53,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BizNasty
217.103.30.38,nl,16793,5.24,"Fast, Running, V2Dir, Valid",SabaDanielRelay
192.42.115.103,nl,9004,35.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Gijsje
45.153.34.222,nl,20443,37.03,"Fast, Running, V2Dir, Valid",Heaven24elayingOG20
2.58.56.92,nl,9300,21.63,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
178.132.0.6,nl,9001,11.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",stormwind
5.255.105.11,nl,8888,32.45,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",MossadOneLove
188.166.87.136,nl,9001,1.05,"Fast, Running, Stable, Valid",wintermute
2.56.164.157,nl,443,21.23,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fluffypancakes005nl
212.237.217.108,nl,9001,21.23,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Born2BeBad
45.82.64.163,nl,9001,11.17,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Dragonite
93.119.15.82,nl,9001,0.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",marsmellow2
5.255.104.239,nl,9001,5.70,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",tornode789
164.132.23.184,nl,443,13.54,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Challenger
77.174.188.151,nl,39912,20.97,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",CookieCrumble
83.149.125.241,nl,51792,0.17,"Running, Stable, V2Dir, Valid",Unnamed
5.178.67.56,nl,9110,6.40,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",laurin
84.31.59.47,nl,9001,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",OurHeroEdSnowden
178.62.222.199,nl,9001,2.18,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",slarty1
2.58.21.105,nl,143,31.46,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",criticalcat
77.162.216.182,nl,9001,15.08,"Fast, Running, V2Dir, Valid",SmoothOperator
192.42.116.188,nl,853,27.40,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH36R6
45.153.34.246,nl,5443,31.97,"Fast, Guard, Running, Stable, V2Dir, Valid",Heaven24elayingOG5
103.147.153.180,nl,9001,18.25,"Fast, Guard, Running, Stable, V2Dir, Valid",as215296torrelay02
146.19.173.181,nl,9001,10.91,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SycamoFairvale
51.68.185.82,nl,8081,44.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",scrappy
94.142.241.43,nl,853,17.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH101R6
51.15.6.36,nl,8080,0.31,"Running, Stable, Valid",Unnamed
147.78.240.211,nl,8080,0.26,"Running, Stable, V2Dir, Valid",TORHELPER
45.148.121.112,nl,9001,48.08,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",uneasyspeak
185.140.209.158,nl,8443,2.10,"Fast, Running, Stable, V2Dir, Valid",ams01
94.23.149.136,nl,9100,41.97,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
45.153.34.222,nl,24443,34.80,"Fast, Running, V2Dir, Valid",Heaven24elayingOG24
185.75.242.90,nl,9001,5.16,"Fast, Running, V2Dir, Valid",elmatador
193.142.146.43,nl,9001,4.35,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",DareDevi1
185.246.189.251,nl,999,44.08,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",securityenjoyer
31.24.227.39,nl,9001,3.28,"Fast, Running, Stable, Valid",SkyScraper
37.1.204.243,nl,9001,18.47,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Ishotmyshot
77.160.53.97,nl,9001,28.00,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ProxTor
95.99.0.136,nl,9031,1.05,"Fast, Running, Stable, V2Dir, Valid",IDidEditTheConfig
93.190.143.41,nl,9001,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",flying
51.158.201.235,nl,8080,32.44,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Jersey
69.12.83.23,nl,9001,2.62,"Fast, Guard, Running, Stable, V2Dir, Valid",zgato
194.88.105.30,nl,9001,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ramhorn
45.142.145.222,nl,9001,11.53,"Fast, Guard, Running, Stable, V2Dir, Valid",arighttospeak
94.142.241.41,nl,587,13.75,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH100R5
94.142.241.41,nl,853,14.93,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH100R6
45.153.34.246,nl,6443,16.72,"Fast, Running, V2Dir, Valid",Heaven24elayingOG6
193.233.127.132,nl,9100,30.70,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
185.62.56.188,nl,23893,4.41,"Fast, Running, Stable, Valid",escapable
185.238.129.76,nl,9002,1.02,"Fast, HSDir, Running, Stable, V2Dir, Valid",Broomer6802
45.153.34.221,nl,14443,19.12,"Fast, Running, V2Dir, Valid",Heaven24elayingOG14
77.166.188.222,nl,445,26.04,"Fast, Running, Stable, Valid",mrjoep
176.97.79.138,nl,9001,72.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",asaltbattery
62.112.9.92,nl,443,10.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
192.42.116.188,nl,8080,26.65,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH36R7
80.115.102.248,nl,16357,1.02,"Fast, Running, Stable, V2Dir, Valid",TORPEDO
86.80.225.203,nl,1080,8.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",JobiWan
94.142.241.43,nl,22,15.97,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH101R1
143.179.224.77,nl,10482,0.02,"Running, V2Dir, Valid",xi
77.174.62.158,nl,8080,42.80,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",2cv
178.85.130.67,nl,443,6.44,"Fast, Running, V2Dir, Valid",PrincessDaisy
193.142.147.69,nl,443,6.73,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",altf4
51.15.89.200,nl,9001,35.35,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",WinstonSmith
69.12.83.92,nl,443,5.18,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",AntonPann9
45.142.232.203,nl,9001,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BlickWinkel
69.174.98.59,nl,9001,19.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",suupiste3
93.115.21.124,nl,33578,0.18,"Running, Stable, V2Dir, Valid",Unnamed
5.255.113.177,nl,54921,26.46,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",DTUhax
2.58.56.15,nl,443,32.72,"Fast, Guard, Running, Stable, V2Dir, Valid",CORONA
45.80.168.22,nl,9001,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",henkdefreumel
185.62.56.188,nl,29456,4.20,"Fast, Running, Stable, Valid",gigantic21
37.48.120.47,nl,110,0.74,"Fast, HSDir, Running, Stable, V2Dir, Valid",Taco
69.12.83.97,nl,9001,4.10,"Fast, Running, Stable, Valid",FlashLynx
185.238.129.9,nl,9001,0.92,"Fast, HSDir, Running, Stable, V2Dir, Valid",ymkeo
77.172.70.151,nl,9001,9.60,"Fast, Running, V2Dir, Valid",bv0002w
192.42.116.188,nl,443,40.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH36R4
45.153.34.246,nl,2443,19.37,"Fast, Running, V2Dir, Valid",Heaven24elayingOG2
192.42.116.189,nl,9000,37.57,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH37R1
5.253.84.137,nl,9100,11.40,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",skankhunt42nl1
45.88.104.74,nl,9001,43.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",net228nerd
185.198.56.195,nl,9001,37.83,"Fast, Guard, Running, Stable, V2Dir, Valid",Unnamed
192.42.116.189,nl,9005,27.93,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH37R6
192.42.116.188,nl,587,27.92,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH36R5
45.90.12.34,nl,9001,4.08,"Fast, Running, Valid",middlerelay
92.112.126.117,nl,443,7.40,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",zgato
192.42.116.189,nl,9006,37.96,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH37R7
185.106.123.50,nl,57816,0.16,"Running, Stable, V2Dir, Valid",Unnamed
194.26.192.186,nl,9300,24.65,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
192.42.116.189,nl,9007,30.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH37R8
51.15.54.117,nl,443,8.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",taki
51.158.146.152,nl,443,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",VeilsOfTheOnion
185.132.53.78,nl,9400,8.30,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
77.166.188.222,nl,446,27.02,"Fast, Running, Stable, Valid",mrjoep
51.15.96.2,nl,443,8.25,"Fast, Guard, Running, Stable, V2Dir, Valid",gh5d4h56s468r784s32
5.253.84.137,nl,9000,10.23,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",skankhunt42nl1
5.255.113.177,nl,48313,26.56,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",DTUhax
46.17.96.130,nl,443,0.99,"Fast, HSDir, Running, Stable, V2Dir, Valid",thefeverpastures
185.14.30.57,nl,9001,13.35,"Fast, Guard, Running, Stable, V2Dir, Valid",zwewwlNL1
5.253.84.179,nl,420,0.00,"Running, V2Dir, Valid",netfox
192.42.116.189,nl,9001,23.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH37R2
69.174.98.5,nl,444,17.89,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Zensursula
5.255.99.189,nl,443,21.00,"Fast, Running, Valid",zeroxninety01
45.153.34.222,nl,23443,19.11,"Fast, Running, V2Dir, Valid",Heaven24elayingOG23
185.246.188.114,nl,9001,21.05,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SPREADTRUTH
192.42.113.101,nl,9002,35.52,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Teuntje
89.110.124.55,nl,9001,8.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
51.15.50.36,nl,9001,34.90,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",T4cC0reTor1
95.211.138.7,nl,9001,26.21,"Fast, Running, Stable, Valid",polizeierziehung
185.132.53.78,nl,9000,8.65,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
194.26.192.186,nl,9000,21.57,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
45.80.171.211,nl,465,5.28,"Fast, Guard, Running, Stable, V2Dir, Valid",NTH117R3
95.142.102.59,nl,9000,18.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",EtaIsNext
45.134.225.36,nl,12444,18.32,"Fast, Running, V2Dir, Valid",bauruine
185.130.46.124,nl,443,12.52,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",RedBall
103.251.166.227,nl,9001,1.37,"Fast, HSDir, Running, Stable, V2Dir, Valid",mhack1
185.132.53.7,nl,9000,11.36,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
5.255.109.214,nl,9001,9.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",marvinmartian
192.42.132.106,nl,9001,55.53,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Bananenbakker
94.23.150.210,nl,8080,41.89,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
103.149.168.188,nl,9001,11.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",as215248node4
95.211.4.174,nl,35533,0.17,"Running, Stable, V2Dir, Valid",Unnamed
45.90.187.25,nl,9300,33.35,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
178.162.132.183,nl,23837,0.17,"Running, V2Dir, Valid",Unnamed
185.246.189.147,nl,9001,31.56,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",Link655
51.89.2.63,nl,9000,61.57,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",slushfund
82.172.182.1,nl,9002,7.21,"Fast, Guard, Running, Stable, V2Dir, Valid",ShadowLoom02
45.88.104.74,nl,9000,76.41,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",net228nerd
85.148.59.217,nl,9001,0.10,"Running, Stable, V2Dir, Valid",Unnamed
185.130.47.76,nl,9001,15.69,"Fast, Guard, Running, Stable, V2Dir, Valid",nxocean3
82.168.32.82,nl,9001,0.41,"Fast, Running, Stable, V2Dir, Valid",octavsly
193.142.147.204,nl,9200,21.09,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
51.158.204.156,nl,9001,8.19,"Fast, Guard, Running, Stable, V2Dir, Valid",rwrwr
91.234.199.90,nl,9049,23.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TorRelay1338
78.142.18.219,nl,11444,16.07,"Fast, Running, V2Dir, Valid",bauruine
85.17.127.129,nl,443,34.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",czechmate
136.244.99.48,nl,32676,0.00,"Running, StaleDesc, V2Dir, Valid",Unnamed
94.142.241.43,nl,143,13.00,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NTH101R3
194.26.192.186,nl,9100,23.92,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
5.255.116.219,nl,9001,25.80,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",purpleHaZ3
51.158.201.235,nl,18256,32.46,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Belize
192.42.115.102,nl,9004,35.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Onyx
5.253.84.142,nl,443,8.01,"Fast, HSDir, Running, Stable, V2Dir, Valid",Unnamed
95.211.194.14,nl,8443,15.36,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GrindTilIDie
5.181.134.99,nl,443,15.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Tordel2
103.251.164.209,nl,443,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Kujata
185.225.112.85,nl,9001,45.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",loudandproud
103.149.168.186,nl,9001,11.03,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",as215248node2
45.153.34.246,nl,3443,16.41,"Fast, Running, V2Dir, Valid",Heaven24elayingOG3
185.213.175.236,nl,9001,2.53,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",DeepGreenResistanc2
84.87.117.63,nl,51830,2.10,"Fast, Running, Valid",JohnnyHollow
2.56.10.29,nl,9001,23.02,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mintyone9
185.132.53.7,nl,9100,13.13,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
85.10.187.121,nl,8443,1.02,"Fast, HSDir, Running, Stable, V2Dir, Valid",batsoupxyz
